Code,KB,Sales,Month,Year
445,Food and beverage stores,1000,9,2016
4451,Grocery stores,1943,9,2016
44511,Supermarkets and other grocery (except convenience) stores,57448,9,2016
4453,"Beer, wine, and liquor stores",51405,9,2016
446,Health and personal care stores,49106,9,2016
44611,Pharmacies and drug stores,4260,9,2016
447,Gasoline stations,26229,9,2016
448,Clothing and clothing access. stores,21619,9,2016
4481,Clothing stores,37924,9,2016
44811,Men's clothing stores,19904,9,2016
44812,Women's clothing stores,14855,9,2016
44814,Family clothing stores,747,9,2016
44819,Other clothing stores,3083,9,2016
4482,Shoe stores,8049,9,2016
44831,Jewelry stores,1404,9,2016
451,"Sporting goods, hobby, musical instrument, and book stores",2790,9,2016
45111,Sporting goods stores,2042,9,2016
45112,"Hobby, toy, and game stores",6733,9,2016
451211,Book stores,3587,9,2016
452,General merchandise stores,1315,9,2016
4521,Department stores,1037,9,2016
452111,Department stores(excl. discount department stores),52143,9,2016
452112,Discount dept. stores,11409,9,2016
4529,Other general merchandise stores,3902,9,2016
45291,Warehouse clubs and superstores,7507,9,2016
45299,All other gen. merchandise stores,40734,9,2016
453,Miscellaneous store retailers,35077,9,2016
4532,"Office supplies, stationery, and gift stores",5657,9,2016
45321,Office supplies and stationery stores,10184,9,2016
45322,"Gift, novelty, and souvenir stores",2623,9,2016
45330,Used merchandise stores,1207,9,2016
454,Nonstore retailers,1416,9,2016
4541,Electronic shopping and mail-order houses,1390,9,2016
45431,Fuel dealers,43006,9,2016
722,Food services and drinking places,37147,9,2016
7224,Drinking places,1661,9,2016
7225,Restaurants and other eating places,54369,9,2016
722511,Full service restaurants,2059,9,2016
"722513, 722514, 722515",Limited service eating places,46274,9,2016
441,Motor vehicle and parts dealers,495722,10,2020
"44,114,412",Automobile and other motor vehicle dealers,381043,10,2020
4411,Automobile dealers,111528,10,2020
44111,New car dealers,114679,10,2020
44112,Used car dealers,105948,10,2020
4413,"Automotive parts, acc., and tire stores",98478,10,2020
"442,443","Furniture, home furn, electronics, and appliance stores",87522,10,2020
442,Furniture and home furnishings stores,10956,10,2020
4421,Furniture stores,8731,10,2020
4422,Home furnishings stores,17979,10,2020
44221,Floor covering stores,11114,10,2020
442299,All other home furnishings stores,6053,10,2020
443,Electronics and appliance stores,0,10,2020
443141,Household appliance stores,0,10,2020
443142,Electronics stores,0,10,2020
444,Building mat. and garden equip. and supplies dealers,6865,10,2020
4441,Building mat. and supplies dealers,1722,10,2020
44412,Paint and wallpaper stores,5143,10,2020
44413,Hardware stores,37582,10,2020
445,Food and beverage stores,33018,10,2020
4451,Grocery stores,1208,10,2020
44511,Supermarkets and other grocery (except convenience) stores,2763,10,2020
4453,"Beer, wine, and liquor stores",71957,10,2020
446,Health and personal care stores,64017,10,2020
44611,Pharmacies and drug stores,61259,10,2020
447,Gasoline stations,5766,10,2020
448,Clothing and clothing access. stores,30630,10,2020
4481,Clothing stores,26435,10,2020
44811,Men's clothing stores,38161,10,2020
44812,Women's clothing stores,20088,10,2020
44814,Family clothing stores,14165,10,2020
44819,Other clothing stores,0,10,2020
4482,Shoe stores,2634,10,2020
44831,Jewelry stores,8520,10,2020
451,"Sporting goods, hobby, musical instrument, and book stores",1171,10,2020
45111,Sporting goods stores,2677,10,2020
45112,"Hobby, toy, and game stores",2872,10,2020
451211,Book stores,7657,10,2020
452,General merchandise stores,4684,10,2020
4521,Department stores,1674,10,2020
452111,Department stores(excl. discount department stores),455,10,2020
452112,Discount dept. stores,63203,10,2020
4529,Other general merchandise stores,9733,10,2020
45291,Warehouse clubs and superstores,1913,10,2020
45299,All other gen. merchandise stores,7820,10,2020
453,Miscellaneous store retailers,53470,10,2020
4532,"Office supplies, stationery, and gift stores",45714,10,2020
45321,Office supplies and stationery stores,7756,10,2020
45322,"Gift, novelty, and souvenir stores",12400,10,2020
45330,Used merchandise stores,2601,10,2020
454,Nonstore retailers,800,10,2020
4541,Electronic shopping and mail-order houses,1801,10,2020
45431,Fuel dealers,1607,10,2020
722,Food services and drinking places,81386,10,2020
7224,Drinking places,73023,10,2020
7225,Restaurants and other eating places,2262,10,2020
722511,Full service restaurants,57392,10,2020
"722513, 722514, 722515",Limited service eating places,0,10,2020
441,Motor vehicle and parts dealers,352580,10,2019
"44,114,412",Automobile and other motor vehicle dealers,106921,10,2019
4411,Automobile dealers,103856,10,2019
44111,New car dealers,95219,10,2019
44112,Used car dealers,89711,10,2019
4413,"Automotive parts, acc., and tire stores",79728,10,2019
"442,443","Furniture, home furn, electronics, and appliance stores",9983,10,2019
442,Furniture and home furnishings stores,8637,10,2019
4421,Furniture stores,17368,10,2019
4422,Home furnishings stores,10272,10,2019
44221,Floor covering stores,5432,10,2019
442299,All other home furnishings stores,4840,10,2019
443,Electronics and appliance stores,0,10,2019
443141,Household appliance stores,2506,10,2019
443142,Electronics stores,7096,10,2019
444,Building mat. and garden equip. and supplies dealers,1409,10,2019
4441,Building mat. and supplies dealers,5687,10,2019
44412,Paint and wallpaper stores,32629,10,2019
44413,Hardware stores,28697,10,2019
445,Food and beverage stores,1162,10,2019
4451,Grocery stores,2549,10,2019
44511,Supermarkets and other grocery (except convenience) stores,64849,10,2019
4453,"Beer, wine, and liquor stores",58172,10,2019
446,Health and personal care stores,55304,10,2019
44611,Pharmacies and drug stores,4676,10,2019
447,Gasoline stations,29551,10,2019
448,Clothing and clothing access. stores,24856,10,2019
4481,Clothing stores,44348,10,2019
44811,Men's clothing stores,21400,10,2019
44812,Women's clothing stores,16070,10,2019
44814,Family clothing stores,777,10,2019
44819,Other clothing stores,3226,10,2019
4482,Shoe stores,9347,10,2019
44831,Jewelry stores,1287,10,2019
451,"Sporting goods, hobby, musical instrument, and book stores",2721,10,2019
45111,Sporting goods stores,2353,10,2019
45112,"Hobby, toy, and game stores",6435,10,2019
451211,Book stores,3526,10,2019
452,General merchandise stores,1407,10,2019
4521,Department stores,650,10,2019
452111,Department stores(excl. discount department stores),58872,10,2019
452112,Discount dept. stores,10441,10,2019
4529,Other general merchandise stores,2921,10,2019
45291,Warehouse clubs and superstores,7520,10,2019
45299,All other gen. merchandise stores,48431,10,2019
453,Miscellaneous store retailers,41653,10,2019
4532,"Office supplies, stationery, and gift stores",6778,10,2019
45321,Office supplies and stationery stores,11933,10,2019
45322,"Gift, novelty, and souvenir stores",2846,10,2019
45330,Used merchandise stores,831,10,2019
454,Nonstore retailers,2015,10,2019
4541,Electronic shopping and mail-order houses,1842,10,2019
45431,Fuel dealers,65195,10,2019
722,Food services and drinking places,57196,10,2019
7224,Drinking places,2666,10,2019
7225,Restaurants and other eating places,65759,10,2019
722511,Full service restaurants,0,10,2019
"722513, 722514, 722515",Limited service eating places,56410,10,2019
441,Motor vehicle and parts dealers,342845,10,2018
"44,114,412",Automobile and other motor vehicle dealers,105419,10,2018
4411,Automobile dealers,99033,10,2018
44111,New car dealers,90587,10,2018
44112,Used car dealers,85177,10,2018
4413,"Automotive parts, acc., and tire stores",75794,10,2018
"442,443","Furniture, home furn, electronics, and appliance stores",9383,10,2018
442,Furniture and home furnishings stores,8446,10,2018
4421,Furniture stores,17301,10,2018
4422,Home furnishings stores,9966,10,2018
44221,Floor covering stores,5175,10,2018
442299,All other home furnishings stores,4791,10,2018
443,Electronics and appliance stores,0,10,2018
443141,Household appliance stores,2449,10,2018
443142,Electronics stores,7335,10,2018
444,Building mat. and garden equip. and supplies dealers,1406,10,2018
4441,Building mat. and supplies dealers,5929,10,2018
44412,Paint and wallpaper stores,32490,10,2018
44413,Hardware stores,28547,10,2018
445,Food and beverage stores,1143,10,2018
4451,Grocery stores,2385,10,2018
44511,Supermarkets and other grocery (except convenience) stores,62554,10,2018
4453,"Beer, wine, and liquor stores",56019,10,2018
446,Health and personal care stores,53358,10,2018
44611,Pharmacies and drug stores,4555,10,2018
447,Gasoline stations,29355,10,2018
448,Clothing and clothing access. stores,24713,10,2018
4481,Clothing stores,47071,10,2018
44811,Men's clothing stores,21203,10,2018
44812,Women's clothing stores,15833,10,2018
44814,Family clothing stores,765,10,2018
44819,Other clothing stores,3406,10,2018
4482,Shoe stores,8989,10,2018
44831,Jewelry stores,1297,10,2018
451,"Sporting goods, hobby, musical instrument, and book stores",2841,10,2018
45111,Sporting goods stores,2300,10,2018
45112,"Hobby, toy, and game stores",6039,10,2018
451211,Book stores,3266,10,2018
452,General merchandise stores,1282,10,2018
4521,Department stores,654,10,2018
452111,Department stores(excl. discount department stores),57771,10,2018
452112,Discount dept. stores,10995,10,2018
4529,Other general merchandise stores,3324,10,2018
45291,Warehouse clubs and superstores,7671,10,2018
45299,All other gen. merchandise stores,46776,10,2018
453,Miscellaneous store retailers,40187,10,2018
4532,"Office supplies, stationery, and gift stores",6589,10,2018
45321,Office supplies and stationery stores,11441,10,2018
45322,"Gift, novelty, and souvenir stores",3105,10,2018
45330,Used merchandise stores,864,10,2018
454,Nonstore retailers,2241,10,2018
4541,Electronic shopping and mail-order houses,1565,10,2018
45431,Fuel dealers,57620,10,2018
722,Food services and drinking places,49855,10,2018
7224,Drinking places,2962,10,2018
7225,Restaurants and other eating places,61724,10,2018
722511,Full service restaurants,0,10,2018
"722513, 722514, 722515",Limited service eating places,53058,10,2018
441,Motor vehicle and parts dealers,320434,10,2017
"44,114,412",Automobile and other motor vehicle dealers,102945,10,2017
4411,Automobile dealers,97396,10,2017
44111,New car dealers,89438,10,2017
44112,Used car dealers,84382,10,2017
4413,"Automotive parts, acc., and tire stores",75083,10,2017
"442,443","Furniture, home furn, electronics, and appliance stores",9299,10,2017
442,Furniture and home furnishings stores,7958,10,2017
4421,Furniture stores,16815,10,2017
4422,Home furnishings stores,9647,10,2017
44221,Floor covering stores,5050,10,2017
442299,All other home furnishings stores,4597,10,2017
443,Electronics and appliance stores,0,10,2017
443141,Household appliance stores,2338,10,2017
443142,Electronics stores,7168,10,2017
444,Building mat. and garden equip. and supplies dealers,1360,10,2017
4441,Building mat. and supplies dealers,5808,10,2017
44412,Paint and wallpaper stores,29672,10,2017
44413,Hardware stores,26536,10,2017
445,Food and beverage stores,1039,10,2017
4451,Grocery stores,2264,10,2017
44511,Supermarkets and other grocery (except convenience) stores,60762,10,2017
4453,"Beer, wine, and liquor stores",54561,10,2017
446,Health and personal care stores,52095,10,2017
44611,Pharmacies and drug stores,4343,10,2017
447,Gasoline stations,27761,10,2017
448,Clothing and clothing access. stores,23386,10,2017
4481,Clothing stores,41964,10,2017
44811,Men's clothing stores,20469,10,2017
44812,Women's clothing stores,15361,10,2017
44814,Family clothing stores,745,10,2017
44819,Other clothing stores,3179,10,2017
4482,Shoe stores,8628,10,2017
44831,Jewelry stores,1297,10,2017
451,"Sporting goods, hobby, musical instrument, and book stores",2646,10,2017
45111,Sporting goods stores,2231,10,2017
45112,"Hobby, toy, and game stores",6349,10,2017
451211,Book stores,3402,10,2017
452,General merchandise stores,1445,10,2017
4521,Department stores,654,10,2017
452111,Department stores(excl. discount department stores),56416,10,2017
452112,Discount dept. stores,11176,10,2017
4529,Other general merchandise stores,3586,10,2017
45291,Warehouse clubs and superstores,7590,10,2017
45299,All other gen. merchandise stores,45240,10,2017
453,Miscellaneous store retailers,39009,10,2017
4532,"Office supplies, stationery, and gift stores",6231,10,2017
45321,Office supplies and stationery stores,10679,10,2017
45322,"Gift, novelty, and souvenir stores",2896,10,2017
45330,Used merchandise stores,941,10,2017
454,Nonstore retailers,1955,10,2017
4541,Electronic shopping and mail-order houses,1562,10,2017
45431,Fuel dealers,49547,10,2017
722,Food services and drinking places,42667,10,2017
7224,Drinking places,2362,10,2017
7225,Restaurants and other eating places,58184,10,2017
722511,Full service restaurants,2204,10,2017
"722513, 722514, 722515",Limited service eating places,49968,10,2017
441,Motor vehicle and parts dealers,304322,10,2016
"44,114,412",Automobile and other motor vehicle dealers,101847,10,2016
4411,Automobile dealers,93015,10,2016
44111,New car dealers,85223,10,2016
44112,Used car dealers,80503,10,2016
4413,"Automotive parts, acc., and tire stores",71517,10,2016
"442,443","Furniture, home furn, electronics, and appliance stores",8986,10,2016
442,Furniture and home furnishings stores,7792,10,2016
4421,Furniture stores,16231,10,2016
4422,Home furnishings stores,9175,10,2016
44221,Floor covering stores,4903,10,2016
442299,All other home furnishings stores,4272,10,2016
443,Electronics and appliance stores,1795,10,2016
443141,Household appliance stores,2340,10,2016
443142,Electronics stores,7056,10,2016
444,Building mat. and garden equip. and supplies dealers,1395,10,2016
4441,Building mat. and supplies dealers,5661,10,2016
44412,Paint and wallpaper stores,27464,10,2016
44413,Hardware stores,24509,10,2016
445,Food and beverage stores,946,10,2016
4451,Grocery stores,2051,10,2016
44511,Supermarkets and other grocery (except convenience) stores,58744,10,2016
4453,"Beer, wine, and liquor stores",52655,10,2016
446,Health and personal care stores,50393,10,2016
44611,Pharmacies and drug stores,4261,10,2016
447,Gasoline stations,25678,10,2016
448,Clothing and clothing access. stores,21493,10,2016
4481,Clothing stores,38978,10,2016
44811,Men's clothing stores,20626,10,2016
44812,Women's clothing stores,15527,10,2016
44814,Family clothing stores,759,10,2016
44819,Other clothing stores,3182,10,2016
4482,Shoe stores,8666,10,2016
44831,Jewelry stores,1320,10,2016
451,"Sporting goods, hobby, musical instrument, and book stores",2750,10,2016
45111,Sporting goods stores,2123,10,2016
45112,"Hobby, toy, and game stores",6291,10,2016
451211,Book stores,3395,10,2016
452,General merchandise stores,1428,10,2016
4521,Department stores,688,10,2016
452111,Department stores(excl. discount department stores),55817,10,2016
452112,Discount dept. stores,11934,10,2016
4529,Other general merchandise stores,3921,10,2016
45291,Warehouse clubs and superstores,8013,10,2016
45299,All other gen. merchandise stores,43883,10,2016
453,Miscellaneous store retailers,37969,10,2016
4532,"Office supplies, stationery, and gift stores",5914,10,2016
45321,Office supplies and stationery stores,10572,10,2016
45322,"Gift, novelty, and souvenir stores",2882,10,2016
45330,Used merchandise stores,996,10,2016
454,Nonstore retailers,1886,10,2016
4541,Electronic shopping and mail-order houses,1506,10,2016
45431,Fuel dealers,43921,10,2016
722,Food services and drinking places,37651,10,2016
7224,Drinking places,2126,10,2016
7225,Restaurants and other eating places,55818,10,2016
722511,Full service restaurants,2137,10,2016
"722513, 722514, 722515",Limited service eating places,47877,10,2016
441,Motor vehicle and parts dealers,492362,11,2020
"44,114,412",Automobile and other motor vehicle dealers,389142,11,2020
4411,Automobile dealers,117962,11,2020
44111,New car dealers,103220,11,2020
44112,Used car dealers,95304,11,2020
4413,"Automotive parts, acc., and tire stores",89223,11,2020
"442,443","Furniture, home furn, electronics, and appliance stores",79269,11,2020
442,Furniture and home furnishings stores,9954,11,2020
4421,Furniture stores,7916,11,2020
4422,Home furnishings stores,19483,11,2020
44221,Floor covering stores,11187,11,2020
442299,All other home furnishings stores,5894,11,2020
443,Electronics and appliance stores,0,11,2020
443141,Household appliance stores,0,11,2020
443142,Electronics stores,0,11,2020
444,Building mat. and garden equip. and supplies dealers,8296,11,2020
4441,Building mat. and supplies dealers,1705,11,2020
44412,Paint and wallpaper stores,6591,11,2020
44413,Hardware stores,34662,11,2020
445,Food and beverage stores,30633,11,2020
4451,Grocery stores,1012,11,2020
44511,Supermarkets and other grocery (except convenience) stores,2553,11,2020
4453,"Beer, wine, and liquor stores",71879,11,2020
446,Health and personal care stores,63920,11,2020
44611,Pharmacies and drug stores,61341,11,2020
447,Gasoline stations,5796,11,2020
448,Clothing and clothing access. stores,28575,11,2020
4481,Clothing stores,24294,11,2020
44811,Men's clothing stores,34394,11,2020
44812,Women's clothing stores,21287,11,2020
44814,Family clothing stores,15038,11,2020
44819,Other clothing stores,0,11,2020
4482,Shoe stores,2726,11,2020
44831,Jewelry stores,8976,11,2020
451,"Sporting goods, hobby, musical instrument, and book stores",1331,11,2020
45111,Sporting goods stores,2617,11,2020
45112,"Hobby, toy, and game stores",3245,11,2020
451211,Book stores,8368,11,2020
452,General merchandise stores,4620,11,2020
4521,Department stores,2412,11,2020
452111,Department stores(excl. discount department stores),496,11,2020
452112,Discount dept. stores,66964,11,2020
4529,Other general merchandise stores,11235,11,2020
45291,Warehouse clubs and superstores,2357,11,2020
45299,All other gen. merchandise stores,8878,11,2020
453,Miscellaneous store retailers,55729,11,2020
4532,"Office supplies, stationery, and gift stores",47744,11,2020
45321,Office supplies and stationery stores,7985,11,2020
45322,"Gift, novelty, and souvenir stores",11988,11,2020
45330,Used merchandise stores,1860,11,2020
454,Nonstore retailers,724,11,2020
4541,Electronic shopping and mail-order houses,1136,11,2020
45431,Fuel dealers,1537,11,2020
722,Food services and drinking places,91542,11,2020
7224,Drinking places,83769,11,2020
7225,Restaurants and other eating places,2563,11,2020
722511,Full service restaurants,50911,11,2020
"722513, 722514, 722515",Limited service eating places,0,11,2020
441,Motor vehicle and parts dealers,367761,11,2019
"44,114,412",Automobile and other motor vehicle dealers,121457,11,2019
4411,Automobile dealers,101242,11,2019
44111,New car dealers,93303,11,2019
44112,Used car dealers,88406,11,2019
4413,"Automotive parts, acc., and tire stores",78776,11,2019
"442,443","Furniture, home furn, electronics, and appliance stores",9630,11,2019
442,Furniture and home furnishings stores,7939,11,2019
4421,Furniture stores,20279,11,2019
4422,Home furnishings stores,11037,11,2019
44221,Floor covering stores,5793,11,2019
442299,All other home furnishings stores,5244,11,2019
443,Electronics and appliance stores,0,11,2019
443141,Household appliance stores,3083,11,2019
443142,Electronics stores,9242,11,2019
444,Building mat. and garden equip. and supplies dealers,1500,11,2019
4441,Building mat. and supplies dealers,7742,11,2019
44412,Paint and wallpaper stores,29793,11,2019
44413,Hardware stores,26220,11,2019
445,Food and beverage stores,940,11,2019
4451,Grocery stores,2335,11,2019
44511,Supermarkets and other grocery (except convenience) stores,66363,11,2019
4453,"Beer, wine, and liquor stores",59224,11,2019
446,Health and personal care stores,56499,11,2019
44611,Pharmacies and drug stores,5057,11,2019
447,Gasoline stations,27844,11,2019
448,Clothing and clothing access. stores,22815,11,2019
4481,Clothing stores,41424,11,2019
44811,Men's clothing stores,25170,11,2019
44812,Women's clothing stores,18992,11,2019
44814,Family clothing stores,830,11,2019
44819,Other clothing stores,3664,11,2019
4482,Shoe stores,11232,11,2019
44831,Jewelry stores,1577,11,2019
451,"Sporting goods, hobby, musical instrument, and book stores",3038,11,2019
45111,Sporting goods stores,2809,11,2019
45112,"Hobby, toy, and game stores",7382,11,2019
451211,Book stores,3825,11,2019
452,General merchandise stores,2064,11,2019
4521,Department stores,640,11,2019
452111,Department stores(excl. discount department stores),66356,11,2019
452112,Discount dept. stores,13360,11,2019
4529,Other general merchandise stores,4135,11,2019
45291,Warehouse clubs and superstores,9225,11,2019
45299,All other gen. merchandise stores,52996,11,2019
453,Miscellaneous store retailers,45788,11,2019
4532,"Office supplies, stationery, and gift stores",7208,11,2019
45321,Office supplies and stationery stores,11641,11,2019
45322,"Gift, novelty, and souvenir stores",2270,11,2019
45330,Used merchandise stores,770,11,2019
454,Nonstore retailers,1500,11,2019
4541,Electronic shopping and mail-order houses,1624,11,2019
45431,Fuel dealers,71509,11,2019
722,Food services and drinking places,63340,11,2019
7224,Drinking places,3371,11,2019
7225,Restaurants and other eating places,63127,11,2019
722511,Full service restaurants,0,11,2019
"722513, 722514, 722515",Limited service eating places,54745,11,2019
441,Motor vehicle and parts dealers,364089,11,2018
"44,114,412",Automobile and other motor vehicle dealers,121812,11,2018
4411,Automobile dealers,95230,11,2018
44111,New car dealers,87350,11,2018
44112,Used car dealers,82531,11,2018
4413,"Automotive parts, acc., and tire stores",73608,11,2018
"442,443","Furniture, home furn, electronics, and appliance stores",8923,11,2018
442,Furniture and home furnishings stores,7880,11,2018
4421,Furniture stores,20335,11,2018
4422,Home furnishings stores,10770,11,2018
44221,Floor covering stores,5491,11,2018
442299,All other home furnishings stores,5279,11,2018
443,Electronics and appliance stores,0,11,2018
443141,Household appliance stores,3150,11,2018
443142,Electronics stores,9565,11,2018
444,Building mat. and garden equip. and supplies dealers,1522,11,2018
4441,Building mat. and supplies dealers,8043,11,2018
44412,Paint and wallpaper stores,29908,11,2018
44413,Hardware stores,26446,11,2018
445,Food and beverage stores,936,11,2018
4451,Grocery stores,2263,11,2018
44511,Supermarkets and other grocery (except convenience) stores,63656,11,2018
4453,"Beer, wine, and liquor stores",56647,11,2018
446,Health and personal care stores,54139,11,2018
44611,Pharmacies and drug stores,4926,11,2018
447,Gasoline stations,28786,11,2018
448,Clothing and clothing access. stores,23708,11,2018
4481,Clothing stores,42017,11,2018
44811,Men's clothing stores,25364,11,2018
44812,Women's clothing stores,19074,11,2018
44814,Family clothing stores,839,11,2018
44819,Other clothing stores,4010,11,2018
4482,Shoe stores,10851,11,2018
44831,Jewelry stores,1680,11,2018
451,"Sporting goods, hobby, musical instrument, and book stores",3288,11,2018
45111,Sporting goods stores,2726,11,2018
45112,"Hobby, toy, and game stores",7290,11,2018
451211,Book stores,3760,11,2018
452,General merchandise stores,1986,11,2018
4521,Department stores,680,11,2018
452111,Department stores(excl. discount department stores),66319,11,2018
452112,Discount dept. stores,14562,11,2018
4529,Other general merchandise stores,4850,11,2018
45291,Warehouse clubs and superstores,9712,11,2018
45299,All other gen. merchandise stores,51757,11,2018
453,Miscellaneous store retailers,44281,11,2018
4532,"Office supplies, stationery, and gift stores",7476,11,2018
45321,Office supplies and stationery stores,11058,11,2018
45322,"Gift, novelty, and souvenir stores",2504,11,2018
45330,Used merchandise stores,872,11,2018
454,Nonstore retailers,1632,11,2018
4541,Electronic shopping and mail-order houses,1438,11,2018
45431,Fuel dealers,69356,11,2018
722,Food services and drinking places,61028,11,2018
7224,Drinking places,3487,11,2018
7225,Restaurants and other eating places,59138,11,2018
722511,Full service restaurants,0,11,2018
"722513, 722514, 722515",Limited service eating places,51176,11,2018
441,Motor vehicle and parts dealers,347323,11,2017
"44,114,412",Automobile and other motor vehicle dealers,118959,11,2017
4411,Automobile dealers,94754,11,2017
44111,New car dealers,86977,11,2017
44112,Used car dealers,82631,11,2017
4413,"Automotive parts, acc., and tire stores",73878,11,2017
"442,443","Furniture, home furn, electronics, and appliance stores",8753,11,2017
442,Furniture and home furnishings stores,7777,11,2017
4421,Furniture stores,20405,11,2017
4422,Home furnishings stores,10702,11,2017
44221,Floor covering stores,5464,11,2017
442299,All other home furnishings stores,5238,11,2017
443,Electronics and appliance stores,0,11,2017
443141,Household appliance stores,3046,11,2017
443142,Electronics stores,9703,11,2017
444,Building mat. and garden equip. and supplies dealers,1510,11,2017
4441,Building mat. and supplies dealers,8193,11,2017
44412,Paint and wallpaper stores,29182,11,2017
44413,Hardware stores,25953,11,2017
445,Food and beverage stores,897,11,2017
4451,Grocery stores,2153,11,2017
44511,Supermarkets and other grocery (except convenience) stores,62093,11,2017
4453,"Beer, wine, and liquor stores",55443,11,2017
446,Health and personal care stores,53089,11,2017
44611,Pharmacies and drug stores,4638,11,2017
447,Gasoline stations,27402,11,2017
448,Clothing and clothing access. stores,22676,11,2017
4481,Clothing stores,40241,11,2017
44811,Men's clothing stores,24560,11,2017
44812,Women's clothing stores,18393,11,2017
44814,Family clothing stores,786,11,2017
44819,Other clothing stores,3638,11,2017
4482,Shoe stores,10639,11,2017
44831,Jewelry stores,1513,11,2017
451,"Sporting goods, hobby, musical instrument, and book stores",3078,11,2017
45111,Sporting goods stores,2810,11,2017
45112,"Hobby, toy, and game stores",7794,11,2017
451211,Book stores,3999,11,2017
452,General merchandise stores,2239,11,2017
4521,Department stores,663,11,2017
452111,Department stores(excl. discount department stores),63781,11,2017
452112,Discount dept. stores,14897,11,2017
4529,Other general merchandise stores,4907,11,2017
45291,Warehouse clubs and superstores,9990,11,2017
45299,All other gen. merchandise stores,48884,11,2017
453,Miscellaneous store retailers,42138,11,2017
4532,"Office supplies, stationery, and gift stores",6746,11,2017
45321,Office supplies and stationery stores,10763,11,2017
45322,"Gift, novelty, and souvenir stores",2419,11,2017
45330,Used merchandise stores,919,11,2017
454,Nonstore retailers,1500,11,2017
4541,Electronic shopping and mail-order houses,1483,11,2017
45431,Fuel dealers,61102,11,2017
722,Food services and drinking places,53288,11,2017
7224,Drinking places,3243,11,2017
7225,Restaurants and other eating places,55671,11,2017
722511,Full service restaurants,2071,11,2017
"722513, 722514, 722515",Limited service eating places,48097,11,2017
441,Motor vehicle and parts dealers,323531,11,2016
"44,114,412",Automobile and other motor vehicle dealers,114768,11,2016
4411,Automobile dealers,90341,11,2016
44111,New car dealers,82873,11,2016
44112,Used car dealers,78752,11,2016
4413,"Automotive parts, acc., and tire stores",70724,11,2016
"442,443","Furniture, home furn, electronics, and appliance stores",8028,11,2016
442,Furniture and home furnishings stores,7468,11,2016
4421,Furniture stores,19282,11,2016
4422,Home furnishings stores,10079,11,2016
44221,Floor covering stores,5281,11,2016
442299,All other home furnishings stores,4798,11,2016
443,Electronics and appliance stores,1725,11,2016
443141,Household appliance stores,2947,11,2016
443142,Electronics stores,9203,11,2016
444,Building mat. and garden equip. and supplies dealers,1645,11,2016
4441,Building mat. and supplies dealers,7558,11,2016
44412,Paint and wallpaper stores,27433,11,2016
44413,Hardware stores,24629,11,2016
445,Food and beverage stores,847,11,2016
4451,Grocery stores,1917,11,2016
44511,Supermarkets and other grocery (except convenience) stores,59198,11,2016
4453,"Beer, wine, and liquor stores",52772,11,2016
446,Health and personal care stores,50625,11,2016
44611,Pharmacies and drug stores,4488,11,2016
447,Gasoline stations,25775,11,2016
448,Clothing and clothing access. stores,21241,11,2016
4481,Clothing stores,35812,11,2016
44811,Men's clothing stores,23800,11,2016
44812,Women's clothing stores,17763,11,2016
44814,Family clothing stores,805,11,2016
44819,Other clothing stores,3612,11,2016
4482,Shoe stores,9732,11,2016
44831,Jewelry stores,1713,11,2016
451,"Sporting goods, hobby, musical instrument, and book stores",3084,11,2016
45111,Sporting goods stores,2705,11,2016
45112,"Hobby, toy, and game stores",7594,11,2016
451211,Book stores,3870,11,2016
452,General merchandise stores,2234,11,2016
4521,Department stores,718,11,2016
452111,Department stores(excl. discount department stores),61665,11,2016
452112,Discount dept. stores,14892,11,2016
4529,Other general merchandise stores,5214,11,2016
45291,Warehouse clubs and superstores,9678,11,2016
45299,All other gen. merchandise stores,46773,11,2016
453,Miscellaneous store retailers,40424,11,2016
4532,"Office supplies, stationery, and gift stores",6349,11,2016
45321,Office supplies and stationery stores,10078,11,2016
45322,"Gift, novelty, and souvenir stores",2427,11,2016
45330,Used merchandise stores,972,11,2016
454,Nonstore retailers,1455,11,2016
4541,Electronic shopping and mail-order houses,1432,11,2016
45431,Fuel dealers,52894,11,2016
722,Food services and drinking places,46353,11,2016
7224,Drinking places,2505,11,2016
7225,Restaurants and other eating places,53360,11,2016
722511,Full service restaurants,1968,11,2016
"722513, 722514, 722515",Limited service eating places,46172,11,2016
441,Motor vehicle and parts dealers,559932,12,2020
"44,114,412",Automobile and other motor vehicle dealers,443440,12,2020
4411,Automobile dealers,144871,12,2020
44111,New car dealers,116492,12,2020
44112,Used car dealers,108612,12,2020
4413,"Automotive parts, acc., and tire stores",101956,12,2020
"442,443","Furniture, home furn, electronics, and appliance stores",92388,12,2020
442,Furniture and home furnishings stores,9568,12,2020
4421,Furniture stores,7880,12,2020
4422,Home furnishings stores,21613,12,2020
44221,Floor covering stores,12129,12,2020
442299,All other home furnishings stores,6153,12,2020
443,Electronics and appliance stores,0,12,2020
443141,Household appliance stores,0,12,2020
443142,Electronics stores,0,12,2020
444,Building mat. and garden equip. and supplies dealers,9484,12,2020
4441,Building mat. and supplies dealers,1763,12,2020
44412,Paint and wallpaper stores,7721,12,2020
44413,Hardware stores,34524,12,2020
445,Food and beverage stores,30123,12,2020
4451,Grocery stores,945,12,2020
44511,Supermarkets and other grocery (except convenience) stores,2795,12,2020
4453,"Beer, wine, and liquor stores",77260,12,2020
446,Health and personal care stores,67027,12,2020
44611,Pharmacies and drug stores,64236,12,2020
